no,property-name,price,house-type,area,bedrooms,bathrooms,receptions,location,county,postal-code,
1121,Lavender Gardens,775000,Flat / Apartment,928,2,2,2,,London,SW11 1DN,
1122,Basilica Mews,2100000,New development,2132,4,4,4,,Thurleigh Road,SW12 8UF,
1123,Oakley Road,625000,Flat / Apartment,676,1,1,1,,London,N1 3LL,
1124,The Pryors,1800000,Flat / Apartment,1405,3,3,3, Hampstead,London,NW3 1BS,
1125,Gosberton Road,775000,Flat / Apartment,1368,3,3,3,,London,SW12 8LG,
1126,Chiswick High Road,2050000,New development,2875,4,4,4,Chiswick,London,W4 5RG,
1127,Lonsdale Road,775000,Flat / Apartment,936,2,2,2,Barnes,London,SW13 9PY,
1128,Dalebury Road,885000,Flat / Apartment,1258,2,2,2,,London,SW17 7HH,
1129,Rosenau Road,2400000,House,2803,6,6,6,Battersea,London,SW11 4QX,
1130,Circle Gardens,825000,House,1388,3,3,3,Wimbledon,London,SW19 3JU,
1131,Vanderbilt Road,1125000,House,1566,5,5,5,,London,SW18 3BG,
1132,Alma Road,1000000,House,1306,4,4,4,Wandsworth,London,SW18 1AH,
1133,Kennet House,350000,Flat / Apartment,670,2,2,2, Lisson Grove,London,NW8 8HB,
1134,Church Road,600000,House,1041,2,2,2,Northwood,Middlesex,HA6 1AR,
1135,Clarendon Road,3600000,House,1831,5,5,5,Notting Hill,London,W11 2HW,
1136,Roseneath Road,2050000,House,2202,3,3,3,,London,SW11 6AG,
1137,Cologne Road,765000,Duplex,992,2,2,2,St John's Hill,London,SW11 2AJ,
1138,Randolph Avenue,1675000,Flat / Apartment,1101,2,2,2,Little Venice,London,W9 1DW,
1139,Montagu Square,1375000,Flat / Apartment,1002,2,2,2,Marylebone,London,W1H 2LW,
1140,Harley Place,1350000,Mews,993,2,2,2,Marylebone,London,W1G 8QE,
1141,Victoria Road,8850000,House,3813,5,5,5,,London,W8 5RF,
1142,Edwardes Square,3850000,House,2285,4,4,4,,London,W8 6HE,
1143,Canonbury Square,2500000,House,2537,6,6,6,Islington,London,N1 2AU,
1144,Tollington Way,575000,New development,840,2,2,2, London,N7 6QX,N7 6RG,
1145,Compton Avenue,4650000,House,4653,7,7,7,Highgate,London,N6 4LH,
1146,Courtfield Gardens,3750000,Flat / Apartment,1902,4,4,4,,London,SW5 0PH,
1147,Buxton Road,1050000,House,1338,3,3,3,,London,SW14 8SY,
1148,Newark Street,1775000,House,2200,4,4,4,,London,E1 2AA,
1149,Lime Quarter,550000,New development,773,2,2,2,Bow,London,E3 3PJ,
1150,Marlborough Road,2700000,House,2953,7,7,7,Chiswick,London,W4 4ET,
1151,Chiswick Village,399950,Flat / Apartment,580,2,2,2,Gunnersbury,London,W4 3BY,
1152,Carlton House,595000,New development,545,1,1,1,Carlton Drive,London,SW15 2BS,
1153,Fulham Road,3200000,House,2988,4,4,4,,London,SW10 9TU,
1154,Siddal Apartments,675000,Flat / Apartment,778,2,2,2, Elephant Park,London,SE17 1FQ,
1155,Darlaston Road,765000,New development,864,2,2,2,Wimbledon,London,SW19 4LF,
1156,Tranmere Road,800000,Flat / Apartment,1428,4,4,4,,London,SW18 3QT,
1157,St. Johns Wood Road,835000,Flat / Apartment,651,1,1,1,St. John's Wood,London,NW8 8RE,
1158,Portland Chambers,2395000,Flat / Apartment,1160,2,2,2, Fitzrovia,London,W1W 6RP,
1159,Devonshire Place Mews,3250000,House,1738,3,3,3,Marylebone,London,W1G 6DD,
1160,Chelsea Waterfront,2990000,New development,1451,3,3,3, Chelsea,London,SW10 0QH,
1161,Thornhill Crescent,499950,Flat / Apartment,388,1,1,1,,London,N1 1BJ,
1162,Worple Street,1800000,House,4225,5,5,5,Mortlake,London,SW14 8HE,
1163,Vicarage Road,2300000,House,2800,6,6,6,East Sheen,London,SW14 8RU,
1164,The Madison,573000,New development,429,0,0,0,199 To 207 Marsh Wall,London,E14 9YT,
1165,Hatton Place,835000,Flat / Apartment,704,2,2,2,Clerkenwell,London,EC1N 8RU,
1166,Lonsdale Road,2200000,House,2354,5,5,5, Chiswick,London,W4 1ND,
1167,Sinclair Road,700000,Flat / Apartment,680,1,1,1,,London,W14 0NR,
1168,Queen Anne's Gate,2775000,Flat / Apartment,1711,3,3,3,St. James's,London,SW1H 9AA,
1169,Chapman Square,750000,Flat / Apartment,1076,3,3,3,Wimbledon,London,SW19 5QT,
1170,Burntwood Grange Road,1195000,House,1538,3,3,3,,London,SW18 3JY,
1171,Melody Road,1425000,House,2173,5,5,5,Wandsworth,London,SW18 2QG,
1172,Northiam Street,380000,Flat / Apartment,420,1,1,1,South Hackney,London,E9 7HQ,
1173,Fairfax Mews,2000000,House,2149,5,5,5,Putney,London,SW15 6FF,
1174,Nicholas Way,2995000,House,5517,7,7,7,Northwood,Middlesex,HA6 2TR,
1175,Althorp Road,1490000,House,1875,5,5,5,Bellevue Village,London,SW17 7ED,
1176,Hillier Road,1750000,House,2364,5,5,5,,London,SW11 6AX,
1177,Basilica Mews,2000000,New development,2347,4,4,4,,Thurleigh Road,SW12 8UF,
1178,The Printworks,710000,New development,818,2,2,2, Crouch End,London,N8 9BU,
1179,Bishops Gate,915000,New development,810,2,2,2,82-88 Fulham High Street,London,SW6 3LF,
1180,Theberton Street,2000000,House,2078,4,4,4,Barnsbury,London,N1 0QY,
1181,Halton Road,425000,Flat / Apartment,495,1,1,1,Canonbury,London,N1 2EN,
1182,Hornsey Street,499950,Flat / Apartment,656,2,2,2,Lower Holloway,London,N7 8HE,
1183,Wentworth Mansions,1050000,Flat / Apartment,1186,3,3,3,Keats Grove,London,NW3 2RL,
1184,Hurlingham Square,1150000,House,1906,5,5,5, Fulham,London,SW6 3DZ,
1185,Christchurch Road,1825000,House,2100,4,4,4,,London,SW14 7AB,
1186,Tantallon Road,1325000,House,1795,4,4,4,,London,SW12 8DQ,
1187,Airedale Road,1450000,House,1950,4,4,4,,London,SW12 8SF,
1188,Liberty Mews,895000,House,1112,3,3,3,,London,SW12 8EE,
1189,Landmark Place At Tower Bridge,1499995,New development,1142,2,2,2,Water Lane,London,EC3R 6EA,
1190,Esmond Road,550000,Flat / Apartment,853,2,2,2,Chiswick,London,W4 1JG,
1191,Elm Park Mansions,550000,Flat / Apartment,500,1,1,1,Park Walk,London,SW10 0AN,
1192,Archway Street,1050000,House,1261,3,3,3,Barnes,London,SW13 0AR,
1193,Gerard Road,2750000,House,2637,4,4,4,Barnes,London,SW13 9RG,
1194,Warriner Gardens,1785000,House,2061,5,5,5,Battersea,London,SW11 4DU,
1195,Vandon Court,450000,Studio,332,0,0,0, Westminster,London,SW1H 9HE,
1196,Selhurst Close,375000,Flat / Apartment,515,1,1,1,Wimbledon,London,SW19 6AY,
1197,Lowndes Square,5500000,Flat / Apartment,1973,3,3,3,Belgravia,London,SW1X 9JX,
1198,Copse Wood Way,1600000,House,2071,4,4,4,Northwood,Middlesex,HA6 2TZ,
1199,Bishops Gate,2000000,New development,1688,4,4,4,82-88 Fulham High Street,London,SW6 3LF,
1200,Offord Road,1595000,House,1828,3,3,3,Barnsbury,London,N1 1PF,
1201,Walpole Court,600000,Flat / Apartment,780,2,2,2,27-33 Fairfax Road,London,NW6 4ES,
1202,Ormeley Road,995000,House,1310,4,4,4,,London,SW12 9QG,
1203,Valetta Road,1050000,House,1355,4,4,4,Wendell Park,London,W3 7TQ,
1204,Hudson House,1385000,Flat / Apartment,990,3,3,3,Hortensia Road,London,SW10 0QR,
1205,Claremont Lodge,650000,Flat / Apartment,1106,2,2,2, Wimbledon,London,SW20 8UA,
1206,Albert Court,10950000,Flat / Apartment,3111,3,3,3,Prince Consort Road,London,SW7 2BH,
1207,Wimbledon Park Road,375000,Flat / Apartment,525,1,1,1,Putney,London,SW18 5SJ,
1208,Normanby Close,899000,House,1168,3,3,3,Putney,London,SW15 2RL,
1209,Sefton Street,995000,House,1055,3,3,3,Putney,London,SW15 1NA,
1210,Werter Road,1695000,House,2368,5,5,5,Putney,London,SW15 2LJ,
1211,Lockyer House,495000,Flat / Apartment,815,2,2,2, Putney,London,SW15 1EE,
1212,Ainger Road,775000,Flat / Apartment,665,2,2,2,Primrose Hill,London,NW3 3AR,
1213,The Drive,950000,House,2348,4,4,4,Northwood,Middlesex,HA6 1HW,
1214,Halland Way,1750000,House,4387,4,4,4,Northwood,Middlesex,HA6 2BY,
1215,Thornton Place,1150000,Flat / Apartment,1582,3,3,3,Clapham Common North Side,London,SW4 0AB,
1216,Sheldon Avenue,4400000,House,4102,5,5,5,Highgate,London,N6 4JS,
1217,Bartholomew Road,2300000,House,2362,5,5,5,Kentish Town,London,NW5 2AJ,
1218,Eaton Rise,775000,New development,983,3,3,3,,London,W5 2HE,
1219,Nevern Mansions,625000,Flat / Apartment,676,1,1,1,42 Warwick Road,London,SW5 9TJ,
1220,Graemesdyke Avenue,1300000,House,1496,4,4,4,,London,SW14 7BJ,
1221,Choumert Square,525000,House,540,1,1,1,,London,SE15 4RE,
1222,Garrett Street,849999,Flat / Apartment,802,2,2,2,,London,EC1Y 0TY,
1223,Chiswick High Road,525000,New development,581,1,1,1,Chiswick,London,W4 5RG,
1224,Rosaville Road,1650000,House,1648,4,4,4,,London,SW6 7BL,
1225,Marian Lodge,635000,Flat / Apartment,936,2,2,2, Wimbledon,London,SW20 8HJ,
1226,South Park Road,1550000,House,1884,4,4,4,Wimbledon,London,SW19 8SZ,
1227,Beacon Tower,1000000,Penthouse,1190,3,3,3, Wandsworth,London,SW18 4GN,
1228,Basil Mansions,5500000,Flat / Apartment,2497,3,3,3,Basil Street,London,SW3 1AP,
1229,Neville House,450000,Flat / Apartment,646,1,1,1,137 London Road,Twickenham,TW1 1EG,
1230,Wendover Court,1325000,Flat / Apartment,779,2,2,2, Marylebone,London,W1U 7NX,
1231,Halliford Street,950000,Flat / Apartment,1023,2,2,2,Canonbury,London,N1 3EJ,
1232,Tollington Way,430000,New development,538,1,1,1, London,N7 6QX,N7 6RG,
1233,Malthouse Court,700000,Flat / Apartment,1121,2,2,2, Brentford,Middlesex,TW8 0FR,
1234,Cairn Avenue,1150000,House,1580,4,4,4,Ealing,London,W5 5HX,
1235,Eaton Rise,795000,New development,989,3,3,3,,London,W5 2HE,
1236,Redcliffe Gardens,1150000,Flat / Apartment,911,2,2,2,,London,SW10 9JJ,
1237,Gosberton Road,1450000,House,2000,5,5,5,,London,SW12 8LG,
1238,Kirkstall Road,1550000,House,2328,5,5,5,,London,SW2 4HF,
1239,Morton Apartments,730000,Penthouse,1127,3,3,3,Royal Albert Wharf,London,E16 2QJ,
1240,Knowsley Road,860000,House,1010,2,2,2,Battersea,London,SW11 5BL,
1241,The View,1250000,Flat / Apartment,960,2,2,2, Westminster,London,SW1E 5BA,
1242,Bangalore Street,1295000,House,1940,5,5,5,Putney,London,SW15 1QD,
1243,Ross Court,595000,Flat / Apartment,1452,3,3,3, Putney,London,SW15 3NY,
1244,Wroughton Road,1600000,House,1875,4,4,4,,London,SW11 6BG,
1245,Portland Chambers,3995000,New development,2694,3,3,3, Fitzrovia,London,W1W 6RP,
1246,Daleham Mews,3000000,House,2011,4,4,4,Belsize Park,London,NW3 5DB,
1247,Ringmer Avenue,2500000,House,2907,5,5,5,Fulham,London,SW6 5LW,
1248,Meadows House,6350000,Penthouse,4689,4,4,4, Fulham,London,SW6 2FQ,
1249,Deanhill Road,1175000,House,1263,3,3,3,East Sheen,London,SW14 7DF,
1250,Cupar Road,2100000,House,2360,4,4,4,Battersea,London,SW11 4JW,
1251,Ordish Apartments,745000,Flat / Apartment,1181,3,3,3,162 Gideon Road,London,SW11 5ET,
1252,Moreton Terrace,560000,Flat / Apartment,468,1,1,1,Pimlico,London,SW1V 2NS,
1253,Spencer Hill,2450000,House,3831,5,5,5,Wimbledon,London,SW19 4NY,
1254,Pepys Road,2295000,House,4569,5,5,5,Wimbledon,London,SW20 8NP,
1255,Dudley Road,2395000,House,2443,5,5,5,Wimbledon,London,SW19 8PN,
1256,Tannery House,1250000,Penthouse,1600,2,2,2, Spitalfields,London,E1 5AG,
1257,Gaumont Tower,850000,Flat / Apartment,1254,3,3,3, Dalston,London,E8 3BQ,
1258,Hasker Street,2975000,House,1522,3,3,3,,London,SW3 2LQ,
1259,Roehampton Vale,795000,House,2472,5,5,5,Putney,London,SW15 3PG,
1260,Weldin Mews,835000,House,1297,3,3,3,Putney,London,SW18 1FT,
1261,Bishops Avenue,925000,Bungalow,1270,2,2,2,Northwood,Middlesex,HA6 3DD,
1262,Wildacres,1595000,House,3578,5,5,5,Northwood,Middlesex,HA6 3JD,
1263,St. Petersburgh Place,5500000,House,4227,9,9,9,,London,W2 4LA,
1264,Dorlcote Road,3500000,House,3709,7,7,7,Wandsworth,London,SW18 3RT,
1265,Henderson Road,3500000,House,4095,5,5,5,,London,SW18 3RR,
1266,Tregarvon Road,730000,Flat / Apartment,833,2,2,2,,London,SW11 5QE,
1267,Ovington Street,3850000,House,1643,3,3,3,,London,SW3 2JA,
1268,Cloudesley Place,1200000,House,1298,4,4,4,Barnsbury,London,N1 0JA,
1269,Remington Street,1050000,House,1206,2,2,2,Islington,London,N1 8DH,
1270,Carronade Court,500000,Flat / Apartment,794,2,2,2, Holloway,London,N7 8GP,
1271,Balls Pond Road,575000,Flat / Apartment,1034,2,2,2,De Beauvoir,London,N1 4BW,
1272,Annette Road,575000,Flat / Apartment,741,2,2,2,Holloway,London,N7 6PE,
1273,Southgate Court,449950,Flat / Apartment,759,3,3,3,Southgate Road,London,N1 3JR,
1274,Noel Road,2650000,House,2311,2,2,2,Islington,London,N1 8HA,
1275,Highbury Gardens,500000,Flat / Apartment,492,1,1,1,52 Holloway Road,London,N7 8BU,
1276,Lodge Mews,1050000,House,1248,4,4,4,Aberdeen Park,London,N5 2BD,
1277,Wenlock Road,629000,Flat / Apartment,640,2,2,2,Islington,London,N1 7SL,
1278,Heathside,499950,Flat / Apartment,690,2,2,2, Golders Green,London,NW11 7SB,
1279,Walham Yard,1690000,House,2099,4,4,4,Fulham,London,SW6 1JA,
1280,Eardley Crescent,385000,Studio,297,0,0,0,,London,SW5 9JT,
1281,Cornwall Gardens,1450000,Flat / Apartment,963,2,2,2,South Kensington,London,SW7 4AX,
1282,Anchor Brewhouse,1750000,Flat / Apartment,1189,2,2,2,50 Shad Thames,London,SE1 2LY,
1283,Wapping Lane,450000,Studio,680,0,0,0,,London,E1W 2RX,
1284,Lock Side Way,575000,New development,1023,2,2,2,Royal Albert Wharf,London,E16 2QJ,
1285,Carlton House,730000,New development,665,2,2,2,London,27 Carlton Drive,SW15 2BS,
1286,Chiswick High Road,575000,New development,558,1,1,1,Chiswick,London,W4 5RG,
1287,Chelsea Park Gardens,4950000,House,2079,5,5,5,,London,SW3 6AE,
1288,Westfields,485000,Flat / Apartment,786,3,3,3, Barnes,London,SW13 0PJ,
1289,Simmons Lane,350000,New development,678,1,1,1,,London,E4 6JH,
1290,Welbeck Court,500000,Flat / Apartment,564,2,2,2, West Kensington,London,W14 8XW,
1291,Wandle Road,1450000,House,1981,3,3,3,,London,SW17 7DL,
1292,Horseferry Road,1995000,House,2188,4,4,4,Westminster,London,SW1P 2EE,
1293,Barmouth Road,1250000,House,1962,5,5,5,Wandsworth,London,SW18 2DP,
1294,Melody Road,1750000,House,2266,5,5,5,Wandsworth,London,SW18 2QF,
1295,Jessica Road,1675000,House,2485,6,6,6,Wandsworth,London,SW18 2QN,
1296,Southborough Road,1700000,House,1958,4,4,4,South Hackney,London,E9 7EF,
1297,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY,
1298,Dovehouse Street,7450000,House,3285,5,5,5,,London,SW3 6JZ,
1299,Roehampton Gate,2100000,House,2565,5,5,5,Putney,London,SW15 5JS,
1300,Upper Montagu Street,995000,Flat / Apartment,836,2,2,2,,London,W1H 1RP,
1301,Eden Grove,599995,Flat / Apartment,926,2,2,2,Lower Holloway,London,N7 8EF,
1302,Offord Road,435000,Flat / Apartment,439,1,1,1,Barnsbury,London,N1 1LR,
1303,Upper Street,565000,Flat / Apartment,793,2,2,2,,London,N1 2TZ,
1304,Lancaster Stables,1450000,Mews,1568,4,4,4, Belsize Park,London,NW3 4PH,
1305,Landmark Place At Tower Bridge,2995000,New development,1446,2,2,2,Water Lane,London,EC3R 6EA,
1306,Landmark Place At Tower Bridge,2495000,New development,1163,2,2,2,Water Lane,London,EC3R 6EA,
1307,Anhalt Road,3050000,House,2599,5,5,5,Battersea,London,SW11 4NX,
1308,Melody Road,1450000,House,1669,4,4,4,Wandsworth,London,SW18 2QW,
1309,Trefoil Road,1450000,House,2136,5,5,5,,London,SW18 2EQ,
1310,Schubert Road,1650000,House,2270,4,4,4,Putney,London,SW15 2QS,
1311,Oakside Court,500000,New development,808,2,2,2, Northwood,Middlesex,HA6 1AW,
1312,Basilica Mews,2100000,New development,2132,4,4,4,,Thurleigh Road,SW12 8UF,
1313,Bishops Gate,2000000,New development,1693,4,4,4,82-88 Fulham High Street,London,SW6 3LF,
1314,Wallace Road,899000,Flat / Apartment,1003,2,2,2,Islington,London,N1 2PG,
1315,"The oTTo, Hackney",995000,New development,1561,3,3,3, Clapton,E5 8DE,E5 8DS,
1316,Chelsea Creek Tower,1399000,Flat / Apartment,1351,2,2,2, Fulham,London,SW6 2RQ,
1317,Banyan House,1250000,Flat / Apartment,1253,3,3,3, Fulham,London,SW6 2PT,
1318,Worple Street,800000,House,1018,2,2,2,Mortlake,London,SW14 8HE,
1319,Streathbourne Road,2750000,House,4056,6,6,6,,London,SW17 8QZ,
1320,Thirlmere Road,650000,Flat / Apartment,877,2,2,2,,London,SW16 1QW,
1321,Lime Quarter,490000,New development,695,2,2,2,Bow,London,E3 3QH,
1322,Kew Bridge Road,765000,New development,858,2,2,2,Brentford,Middlesex,TW8 0RF,
1323,Charles Street,699950,New development,756,2,2,2,Barnes,London,SW13 0NZ,
1324,St. Stephens Avenue,2650000,House,2607,5,5,5,,London,W12 8JA,
1325,Elsley Road,899950,House,922,3,3,3,Battersea,London,SW11 5LH,
1326,Kenilworth Avenue,2695000,House,3797,6,6,6,Wimbledon,London,SW19 7LW,
1327,Geraldine Road,1895000,House,2503,5,5,5,Wandsworth,London,SW18 2NS,
1328,Commodore House,1100000,Flat / Apartment,1236,2,2,2, Juniper Drive,London,SW18 1TZ,
1329,The Lansbury,6250000,Flat / Apartment,1736,3,3,3,19 Basil Street,London,SW3 1BA,
1330,Wimbledon Park Road,535000,Flat / Apartment,729,2,2,2,Putney,London,SW18 5SJ,
1331,Wimbledon Park Road,550000,Flat / Apartment,849,2,2,2,Putney,London,SW18 5SJ,
1332,Lowlands,835000,Flat / Apartment,875,2,2,2,2-8 Eton Avenue,London,NW3 3EJ,
1333,Basilica Mews,2485000,New development,2603,5,5,5,,Thurleigh Road,SW12 8UF,
1334,Hanway Place,1895000,Flat / Apartment,1438,2,2,2,Fitzrovia,London,W1T 1HF,
1335,Pembroke Walk,3300000,House,1889,4,4,4,Kensington,London,W8 6PQ,
1336,Tollington Way,572900,New development,721,2,2,2, London,N7 6QX,N7 6RG,
1337,Tollington Way,432500,New development,538,1,1,1, London,N7 6QX,N7 6RG,
1338,The Stack,620000,New development,930,2,2,2,Homerton,London,E9 6HP,
1339,The Stack,580000,New development,832,2,2,2,Homerton,London,E9 6HP,
1340,The Stack,590000,New development,840,2,2,2,Homerton,London,E9 6HP,
1341,Bagel Factory,599950,New development,724,2,2,2, Hackney Wick,London,E9 5EN,
1342,Marville Road,1225000,House,1163,3,3,3, Fulham,London,SW6 7BB,
1343,Boddington Gardens,850000,House,1389,3,3,3,Acton,London,W3 9AP,
1344,West Lodge Avenue,1375000,House,2441,5,5,5,Ealing Common,London,W3 9SF,
1345,Montague Gardens,1850000,House,2766,6,6,6,West Acton,London,W3 9PT,
1346,Ternary Place,630000,New development,904,2,2,2, Ealing,London,W5 3HJ,
1347,Eaton Rise,650000,New development,776,2,2,2,Ealing,London,W5 2HE,
1348,Baillie Apartments,512500,New development,858,2,2,2,Royal Albert Wharf,London,E16 2QJ,
1349,City Road,599950,Flat / Apartment,506,1,1,1,Clerkenwell,London,EC1V 2PY,
1350,Clerkenwell Road,650000,Flat / Apartment,531,1,1,1,,London,EC1M 5PY,
1351,St John Street,950000,Flat / Apartment,939,1,1,1,Clerkenwell,London,EC1V 4JY,
1352,Binden Road,1695000,House,1705,4,4,4,,London,W12 9RJ,
1353,Galloway Road,785000,House,1098,3,3,3,,London,W12 0PH,
1354,Cedar Court,1450000,House,2028,5,5,5, Wimbledon,London,SW19 5HU,
1355,Queens Road,1795000,House,2336,5,5,5,Wimbledon,London,SW19 8LX,
1356,Consort Lodge,2900000,Flat / Apartment,1677,4,4,4, St. John's Wood,London,NW8 7LX,
1357,Werter Road,1695000,House,3235,6,6,6,Putney,London,SW15 2LJ,
1358,Wimbledon Park Road,575000,Flat / Apartment,983,2,2,2,Putney,London,SW18 5SJ,
1359,Kildare Terrace,4950000,House,2861,5,5,5,,London,W2 5JT,
1360,Harbut Road,635000,Flat / Apartment,942,2,2,2,,London,SW11 2RB,
1361,Bishops Gate,2100000,New development,1688,4,4,4,82-88 Fulham High Street,London,SW6 3LF,
1362,Fordhook Avenue,1195000,House,2150,5,5,5,Ealing Common,London,W5 3LR,
1363,Westgate Terrace,1750000,Flat / Apartment,1134,2,2,2,,London,SW10 9BJ,
1364,Andalus Road,475000,Flat / Apartment,637,2,2,2,Clapham,London,SW9 9PQ,
1365,Langroyd Road,1195000,House,1823,5,5,5,,London,SW17 7PL,
1366,Ranmere Street,1100000,House,1449,5,5,5,,London,SW12 9QQ,
1367,Chestnut Grove,2050000,House,2563,5,5,5,,London,SW12 8JJ,
1368,Knollys Road,1225000,House,2337,5,5,5,,London,SW16 2JU,
1369,Holdernesse Road,425000,Flat / Apartment,620,1,1,1,,London,SW17 7RG,
1370,Marian Road,385000,House,800,2,2,2,,London,SW16 5HR,
1371,Thirlmere Road,395000,Flat / Apartment,771,1,1,1,,London,SW16 1QW,
1372,Price's Court,525000,Flat / Apartment,771,2,2,2, Wandsworth,London,SW11 3YW,
1373,Ashley Gardens,2750000,Flat / Apartment,2339,5,5,5, Westminster,London,SW1P 1PD,
1374,Werter Road,1395000,House,2358,6,6,6,Putney,London,SW15 2LL,
1375,Bryanston Square,1995000,Flat / Apartment,1156,3,3,3,Marylebone,London,W1H 2DX,
1376,Portland & Riding,3950000,Penthouse,2227,4,4,4,Great Portland Street,Fitzrovia,W1W 7NT,
1377,Bishops Gate,1850000,New development,1462,3,3,3,82-88 Fulham High Street,London,SW6 3LF,
1378,Alderbrook Road,1600000,House,2561,5,5,5,,London,SW12 8AB,
1379,Landmark Place At Tower Bridge,2524000,New development,1008,2,2,2,Water Lane,London,EC3R 6EA,
1380,Carlton House,780000,New development,798,2,2,2,27 Carlton Drive,London,SW15 2BS,
1381,500 Chiswick High Road,2225000,New development,2899,4,4,4,Chiswick,London,W4 5RG,
1382,Chiswick High Road,550000,New development,581,1,1,1,Chiswick,London,W4 5RG,
1383,Drayton Gardens,4650000,Flat / Apartment,2245,3,3,3,,London,SW10 9RX,
1384,Melville Road,3150000,House,2894,5,5,5,Barnes,London,SW13 9RJ,
1385,Holden Street,935000,House,1179,3,3,3,,London,SW11 5UP,
1386,Cyril Mansions,625000,Flat / Apartment,613,2,2,2,Prince of Wales Drive,London,SW11 4HW,
1387,Marian Lodge,699950,Flat / Apartment,1334,2,2,2, Wimbledon,London,SW20 8HJ,
1388,Eaton Square,9950000,Flat / Apartment,2832,3,3,3,Belgravia,London,SW1W 9AP,
1389,Margaret Street,1995000,Flat / Apartment,1077,3,3,3,,London,W1W 8SN,
1390,Highbury Hill,999950,Flat / Apartment,840,2,2,2,Highbury,London,N5 1HH,
1391,Lonsdale Square,550000,Flat / Apartment,399,1,1,1,Islington,London,N1 1EW,
1392,Deansway,2600000,House,3318,5,5,5,East Finchley,London,N2 0HX,
1393,Irene Road,2150000,House,2087,5,5,5,Fulham,London,SW6 4AQ,
1394,East Sheen Avenue,1800000,House,2001,5,5,5,East Sheen,London,SW14 8AU,
1395,Rowfant Road,1395000,House,2390,5,5,5,Wandsworth,London,SW17 7AP,
1396,Colehill Lane,1100000,House,1370,3,3,3, Fulham,London,SW6 5EF,
1397,Sinclair Gardens,700000,Flat / Apartment,693,2,2,2,,London,W14 0AU,
1398,Brocklebank Road,1200000,House,1743,4,4,4,Wandsworth,London,SW18 3AX,
1399,Westover Road,2125000,House,2591,5,5,5,Wandsworth,London,SW18 2RH,
1400,Ashurst Close,750000,House,1309,3,3,3,Northwood,Middlesex,HA6 1EL,
1401,Princedale Road,8950000,New development,3711,4,4,4,,London,W11 4NJ,
1402,Bishops Gate,1425000,New development,1063,2,2,2,82-88 Fulham High Street,London,SW6 3LF,
1403,Kings College Court,2650000,New development,1727,2,2,2, Belsize Park,London,NW3 3EA,
